PT08.S1(CO),PT08.S2(NMHC),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,hour,day_of_week,month,PT08.S1(CO)_roll3,PT08.S2(NMHC)_roll3,PT08.S3(NOx)_roll3,PT08.S4(NO2)_roll3,PT08.S5(O3)_roll3,T_roll3,RH_roll3,AH_roll3
1034.0,716.0,1085.0,1405.0,891.0,10.7,67.2,0.863,2,3,4,1073.6666666666667,770.3333333333334,1034.0,1435.6666666666667,937.6666666666666,11.399999999999997,64.23333333333333,0.8625000000000002
956.0,713.0,1099.0,1422.0,849.0,9.0,73.1,0.8394,3,3,4,1011.3333333333334,733.0,1071.6666666666667,1417.3333333333333,894.6666666666666,10.399999999999995,68.06666666666666,0.8558666666666669
909.0,615.0,1237.0,1322.0,790.0,10.2,66.6,0.8299,4,3,4,966.3333333333334,681.3333333333334,1140.3333333333333,1383.0,843.3333333333334,9.966666666666661,68.96666666666665,0.8441000000000001
996.0,648.0,1176.0,1340.0,852.0,11.0,63.7,0.8325,5,3,4,953.6666666666666,658.6666666666666,1170.6666666666667,1361.3333333333333,830.3333333333334,10.066666666666661,67.8,0.8339333333333334
1154.0,876.0,1002.0,1561.0,987.0,9.6,68.8,0.8243,6,3,4,1019.6666666666666,713.0,1138.3333333333333,1407.6666666666667,876.3333333333334,10.26666666666666,66.36666666666667,0.8289000000000003
1510.0,1291.0,675.0,1949.0,1435.0,9.5,69.6,0.8273,7,3,4,1220.0,938.3333333333334,951.0,1616.6666666666667,1091.3333333333333,10.03333333333333,67.36666666666666,0.8280333333333335
1722.0,1595.0,539.0,2439.0,1798.0,11.9,60.9,0.8455,8,3,4,1462.0,1254.0,738.6666666666666,1983.0,1406.6666666666667,10.333333333333329,66.43333333333332,0.8323666666666668
1512.0,1323.0,631.0,2001.0,1677.0,16.2,48.6,0.8892,9,3,4,1581.3333333333333,1403.0,615.0,2129.6666666666665,1636.6666666666667,12.533333333333326,59.70000000000001,0.8540000000000001
1258.0,1040.0,800.0,1701.0,1282.0,19.2,39.6,0.8693,10,3,4,1497.3333333333333,1319.3333333333333,656.6666666666666,2047.0,1585.6666666666667,15.76666666666666,49.699999999999996,0.868
1094.0,850.0,970.0,1489.0,871.0,19.7,38.4,0.8743,11,3,4,1288.0,1071.0,800.3333333333334,1730.3333333333333,1276.6666666666667,18.36666666666666,42.199999999999996,0.8776000000000002
1129.0,875.0,974.0,1524.0,759.0,20.6,36.7,0.8797,12,3,4,1160.3333333333333,921.6666666666666,914.6666666666666,1571.3333333333333,970.6666666666666,19.83333333333333,38.233333333333334,0.8744333333333335
1125.0,924.0,937.0,1542.0,790.0,21.8,33.9,0.8771,13,3,4,1116.0,883.0,960.3333333333334,1518.3333333333333,806.6666666666666,20.699999999999996,36.333333333333336,0.8770333333333334
1308.0,1193.0,793.0,1193.0,1187.0,23.6,27.5,0.7913,17,3,4,1187.3333333333333,997.3333333333334,901.3333333333334,1419.6666666666667,912.0,22.0,32.699999999999996,0.8493666666666669
1529.0,1331.0,700.0,2028.0,1399.0,22.8,32.1,0.8814,18,3,4,1320.6666666666667,1149.3333333333333,810.0,1587.6666666666667,1125.3333333333333,22.73333333333333,31.166666666666668,0.8499333333333334
1592.0,1429.0,624.0,2089.0,1644.0,20.8,36.7,0.8878,19,3,4,1476.3333333333333,1317.6666666666667,705.6666666666666,1770.0,1410.0,22.399999999999995,32.1,0.8535
1536.0,1302.0,666.0,1922.0,1599.0,18.3,40.9,0.8493,20,3,4,1552.3333333333333,1354.0,663.3333333333334,2013.0,1547.3333333333333,20.63333333333333,36.56666666666667,0.8728333333333335
1192.0,1007.0,827.0,1604.0,1223.0,16.8,44.0,0.8341,21,3,4,1440.0,1246.0,705.6666666666666,1871.6666666666667,1488.6666666666667,18.63333333333333,40.53333333333333,0.8570666666666669
1186.0,976.0,844.0,1570.0,1200.0,15.8,48.0,0.8569,22,3,4,1304.6666666666667,1095.0,779.0,1698.6666666666667,1340.6666666666667,16.966666666666665,44.300000000000004,0.8467666666666668
1203.0,920.0,898.0,1529.0,1118.0,14.9,52.0,0.8757,23,3,4,1193.6666666666667,967.6666666666666,856.3333333333334,1567.6666666666667,1180.3333333333333,15.83333333333333,48.0,0.8555666666666668
1139.0,899.0,921.0,1514.0,1067.0,14.1,54.4,0.8701,0,4,4,1176.0,931.6666666666666,887.6666666666666,1537.6666666666667,1128.3333333333333,14.933333333333328,51.46666666666667,0.8675666666666668
1072.0,795.0,986.0,1442.0,1048.0,13.3,58.8,0.8922,1,4,4,1138.0,871.3333333333334,935.0,1495.0,1077.6666666666667,14.099999999999994,55.06666666666666,0.8793333333333334
954.0,667.0,1180.0,1350.0,718.0,13.3,60.9,0.9229,2,4,4,1055.0,787.0,1029.0,1435.3333333333333,944.3333333333334,13.566666666666663,58.03333333333333,0.8950666666666668
951.0,673.0,1137.0,1381.0,797.0,11.8,64.3,0.8869,3,4,4,992.3333333333334,711.6666666666666,1101.0,1391.0,854.3333333333334,12.799999999999997,61.333333333333336,0.9006666666666668
968.0,628.0,1197.0,1372.0,737.0,11.3,72.9,0.9738,5,4,4,957.6666666666666,656.0,1171.3333333333333,1367.6666666666667,750.6666666666666,12.133333333333331,66.03333333333335,0.927866666666667
1067.0,727.0,1055.0,1448.0,903.0,11.4,71.8,0.9671,6,4,4,995.3333333333334,676.0,1129.6666666666667,1400.3333333333333,812.3333333333334,11.499999999999995,69.66666666666667,0.9426000000000001
1386.0,1083.0,798.0,1833.0,1159.0,11.9,73.7,1.0254,7,4,4,1140.3333333333333,812.6666666666666,1016.6666666666666,1551.0,933.0,11.53333333333333,72.8,0.9887666666666668
1474.0,1306.0,634.0,2060.0,1365.0,12.6,70.2,1.0221,8,4,4,1309.0,1038.6666666666667,829.0,1780.3333333333333,1142.3333333333333,11.966666666666661,71.9,1.0048666666666668
1569.0,1316.0,634.0,2054.0,1510.0,13.6,65.3,1.0136,9,4,4,1476.3333333333333,1235.0,688.6666666666666,1982.3333333333333,1344.6666666666667,12.699999999999996,69.73333333333333,1.0203666666666669
1375.0,1177.0,706.0,1898.0,1386.0,16.9,52.3,1.0013,10,4,4,1472.6666666666667,1266.3333333333333,658.0,2004.0,1420.3333333333333,14.36666666666666,62.6,1.0123333333333335
1328.0,1123.0,738.0,1821.0,1368.0,19.4,44.1,0.9855,11,4,4,1424.0,1205.3333333333333,692.6666666666666,1924.3333333333333,1421.3333333333333,16.633333333333326,53.9,1.0001333333333335
1341.0,1176.0,748.0,1825.0,1347.0,22.9,33.8,0.9322,12,4,4,1348.0,1158.6666666666667,730.6666666666666,1848.0,1367.0,19.73333333333333,43.4,0.9730000000000002
1297.0,1183.0,765.0,1773.0,1242.0,23.6,31.3,0.9001,13,4,4,1322.0,1160.6666666666667,750.3333333333334,1806.3333333333333,1319.0,21.966666666666658,36.4,0.9392666666666668
1303.0,1139.0,790.0,1761.0,1138.0,24.7,30.5,0.9371,14,4,4,1313.6666666666667,1166.0,767.6666666666666,1786.3333333333333,1242.3333333333333,23.73333333333333,31.866666666666664,0.9231333333333335
1281.0,1116.0,809.0,1703.0,1080.0,26.1,27.3,0.9101,15,4,4,1293.6666666666667,1146.0,788.0,1745.6666666666667,1153.3333333333333,24.799999999999994,29.7,0.9157666666666668
1248.0,1103.0,872.0,1632.0,1002.0,27.6,22.8,0.8288,16,4,4,1277.3333333333333,1119.3333333333333,823.6666666666666,1698.6666666666667,1073.3333333333333,26.13333333333333,26.86666666666667,0.8920000000000002
1382.0,1288.0,778.0,1799.0,1212.0,26.9,22.3,0.7792,17,4,4,1303.6666666666667,1169.0,819.6666666666666,1711.3333333333333,1098.0,26.866666666666664,24.133333333333336,0.8393666666666668
1491.0,1385.0,685.0,1915.0,1486.0,24.3,30.1,0.9012,18,4,4,1373.6666666666667,1258.6666666666667,778.3333333333334,1782.0,1233.3333333333333,26.266666666666662,25.066666666666666,0.8364000000000003
1620.0,1407.0,641.0,2052.0,1567.0,21.2,40.1,0.9978,19,4,4,1497.6666666666667,1360.0,701.3333333333334,1922.0,1421.6666666666667,24.133333333333326,30.833333333333332,0.8927333333333335
1693.0,1439.0,618.0,2083.0,1723.0,19.4,42.5,0.9483,20,4,4,1601.3333333333333,1410.3333333333333,648.0,2016.6666666666667,1592.0,21.633333333333326,37.56666666666666,0.9491000000000002
1374.0,1121.0,771.0,1685.0,1399.0,18.5,43.0,0.9074,21,4,4,1562.3333333333333,1322.3333333333333,676.6666666666666,1940.0,1563.0,19.699999999999996,41.86666666666667,0.9511666666666668
1287.0,982.0,841.0,1582.0,1291.0,17.8,47.0,0.9467,22,4,4,1451.3333333333333,1180.6666666666667,743.3333333333334,1783.3333333333333,1471.0,18.566666666666663,44.166666666666664,0.9341333333333335
1408.0,1052.0,761.0,1684.0,1443.0,16.8,53.2,1.01,23,4,4,1356.3333333333333,1051.6666666666667,791.0,1650.3333333333333,1377.6666666666667,17.699999999999996,47.73333333333334,0.9547000000000002
1254.0,941.0,828.0,1566.0,1270.0,17.1,51.8,0.999,0,5,4,1316.3333333333333,991.6666666666666,810.0,1610.6666666666667,1334.6666666666667,17.23333333333333,50.666666666666664,0.9852333333333334
1141.0,827.0,936.0,1488.0,1110.0,16.2,54.2,0.9933,1,5,4,1267.6666666666667,940.0,841.6666666666666,1579.3333333333333,1274.3333333333333,16.7,53.06666666666667,1.0007666666666668
1141.0,777.0,986.0,1455.0,1060.0,15.1,58.2,0.9886,2,5,4,1178.6666666666667,848.3333333333334,916.6666666666666,1503.0,1146.6666666666667,16.13333333333333,54.73333333333333,0.9936333333333335
1042.0,697.0,1056.0,1410.0,965.0,15.1,57.6,0.9796,3,5,4,1108.0,767.0,992.6666666666666,1451.0,1045.0,15.466666666666661,56.666666666666664,0.9871666666666669
986.0,651.0,1145.0,1380.0,891.0,14.5,58.0,0.9488,4,5,4,1056.3333333333333,708.3333333333334,1062.3333333333333,1415.0,972.0,14.899999999999997,57.93333333333334,0.9723333333333336
1005.0,673.0,1103.0,1387.0,905.0,13.7,61.6,0.9631,5,5,4,1011.0,673.6666666666666,1101.3333333333333,1392.3333333333333,920.3333333333334,14.433333333333328,59.06666666666667,0.9638333333333335
1041.0,683.0,1112.0,1398.0,899.0,13.9,59.6,0.9408,6,5,4,1010.6666666666666,669.0,1120.0,1388.3333333333333,898.3333333333334,14.03333333333333,59.73333333333333,0.9509000000000002
1272.0,959.0,846.0,1660.0,1136.0,13.3,61.7,0.9399,7,5,4,1106.0,771.6666666666666,1020.3333333333334,1481.6666666666667,980.0,13.633333333333328,60.96666666666667,0.9479333333333334
1436.0,1154.0,704.0,1872.0,1391.0,15.1,55.8,0.9486,8,5,4,1249.6666666666667,932.0,887.3333333333334,1643.3333333333333,1142.0,14.099999999999994,59.03333333333334,0.9431000000000002
1472.0,1126.0,720.0,1816.0,1460.0,17.0,50.5,0.9684,9,5,4,1393.3333333333333,1079.6666666666667,756.6666666666666,1782.6666666666667,1329.0,15.133333333333331,56.0,0.9523000000000001
1461.0,1127.0,703.0,1836.0,1451.0,15.6,57.4,1.0075,10,0,4,1456.3333333333333,1135.6666666666667,709.0,1841.3333333333333,1434.0,15.899999999999993,54.56666666666666,0.9748333333333336
1430.0,1107.0,713.0,1853.0,1409.0,16.6,55.2,1.0382,11,0,4,1454.3333333333333,1120.0,712.0,1835.0,1440.0,16.399999999999995,54.36666666666667,1.0047000000000004
1498.0,1171.0,684.0,1942.0,1434.0,17.0,54.3,1.0434,12,0,4,1463.0,1135.0,700.0,1877.0,1431.3333333333333,16.399999999999995,55.63333333333333,1.0297000000000003
1454.0,1162.0,682.0,1915.0,1457.0,18.0,51.5,1.0552,13,0,4,1460.6666666666667,1146.6666666666667,693.0,1903.3333333333333,1433.3333333333333,17.199999999999996,53.666666666666664,1.0456
1402.0,1069.0,733.0,1793.0,1325.0,19.5,47.5,1.0653,14,0,4,1451.3333333333333,1134.0,699.6666666666666,1883.3333333333333,1405.3333333333333,18.16666666666666,51.1,1.0546333333333333
1327.0,971.0,803.0,1705.0,1120.0,21.6,41.7,1.0606,15,0,4,1394.3333333333333,1067.3333333333333,739.3333333333334,1804.3333333333333,1300.6666666666667,19.699999999999996,46.9,1.0603666666666667
1273.0,963.0,832.0,1662.0,931.0,22.2,38.3,1.0106,16,0,4,1334.0,1001.0,789.3333333333334,1720.0,1125.3333333333333,21.099999999999994,42.5,1.0455
1457.0,1190.0,678.0,1877.0,1212.0,20.3,42.8,1.0053,17,0,4,1352.3333333333333,1041.3333333333333,771.0,1748.0,1087.6666666666667,21.366666666666664,40.93333333333333,1.0255
1543.0,1290.0,631.0,2011.0,1353.0,19.7,45.4,1.0312,18,0,4,1424.3333333333333,1147.6666666666667,713.6666666666666,1850.0,1165.3333333333333,20.73333333333333,42.166666666666664,1.0157
1499.0,1239.0,651.0,1957.0,1359.0,18.8,47.5,1.0199,19,0,4,1499.6666666666667,1239.6666666666667,653.3333333333334,1948.3333333333333,1308.0,19.599999999999994,45.23333333333333,1.0188000000000001
1378.0,1102.0,742.0,1796.0,1273.0,17.9,49.4,1.0064,20,0,4,1473.3333333333333,1210.3333333333333,674.6666666666666,1921.3333333333333,1328.3333333333333,18.799999999999994,47.43333333333334,1.0191666666666668
1243.0,928.0,852.0,1622.0,1079.0,17.5,50.9,1.009,21,0,4,1373.3333333333333,1089.6666666666667,748.3333333333334,1791.6666666666667,1237.0,18.066666666666663,49.26666666666667,1.0117666666666667
1196.0,885.0,884.0,1589.0,973.0,17.4,51.8,1.023,22,0,4,1272.3333333333333,971.6666666666666,826.0,1669.0,1108.3333333333333,17.599999999999994,50.699999999999996,1.0128000000000001
1137.0,869.0,890.0,1554.0,951.0,17.0,53.9,1.0363,23,0,4,1192.0,894.0,875.3333333333334,1588.3333333333333,1001.0,17.299999999999994,52.199999999999996,1.0227666666666666
1015.0,718.0,1065.0,1428.0,714.0,16.6,55.4,1.0408,0,1,4,1116.0,824.0,946.3333333333334,1523.6666666666667,879.3333333333334,16.999999999999996,53.699999999999996,1.0333666666666668
978.0,635.0,1188.0,1382.0,579.0,15.9,57.0,1.0224,1,1,4,1043.3333333333333,740.6666666666666,1047.6666666666667,1454.6666666666667,748.0,16.499999999999996,55.43333333333334,1.0331666666666668
933.0,547.0,1357.0,1336.0,542.0,15.0,59.2,1.0059,2,1,4,975.3333333333334,633.3333333333334,1203.3333333333333,1382.0,611.6666666666666,15.833333333333329,57.199999999999996,1.0230333333333335
927.0,579.0,1267.0,1370.0,562.0,14.5,61.4,1.0041,3,1,4,946.0,587.0,1270.6666666666667,1362.6666666666667,561.0,15.133333333333328,59.199999999999996,1.0108000000000004
908.0,569.0,1303.0,1360.0,526.0,14.1,61.6,0.9883,4,1,4,922.6666666666666,565.0,1309.0,1355.3333333333333,543.3333333333334,14.53333333333333,60.73333333333333,0.9994333333333335
980.0,677.0,1141.0,1435.0,659.0,14.6,58.8,0.9711,5,1,4,938.3333333333334,608.3333333333334,1237.0,1388.3333333333333,582.3333333333334,14.399999999999997,60.6,0.9878333333333335
1236.0,920.0,880.0,1641.0,1012.0,14.4,58.9,0.9594,6,1,4,1041.3333333333333,722.0,1108.0,1478.6666666666667,732.3333333333334,14.366666666666662,59.76666666666666,0.9729333333333335
1664.0,1407.0,594.0,2198.0,1564.0,15.3,55.2,0.9538,7,1,4,1293.3333333333333,1001.3333333333334,871.6666666666666,1758.0,1078.3333333333333,14.76666666666666,57.63333333333333,0.9614333333333335
1757.0,1636.0,494.0,2560.0,1806.0,16.2,52.5,0.9576,8,1,4,1552.3333333333333,1321.0,656.0,2133.0,1460.6666666666667,15.299999999999995,55.53333333333333,0.9569333333333335
1524.0,1350.0,588.0,2096.0,1604.0,18.4,46.3,0.9734,9,1,4,1648.3333333333333,1464.3333333333333,558.6666666666666,2284.6666666666665,1658.0,16.63333333333333,51.333333333333336,0.9616000000000002
1329.0,1119.0,707.0,1823.0,1288.0,19.6,41.8,0.9407,10,1,4,1536.6666666666667,1368.3333333333333,596.3333333333334,2159.6666666666665,1566.0,18.06666666666666,46.86666666666667,0.9572333333333335
1167.0,884.0,881.0,1580.0,931.0,20.2,40.1,0.937,11,1,4,1340.0,1117.6666666666667,725.3333333333334,1833.0,1274.3333333333333,19.399999999999995,42.73333333333333,0.9503666666666669
1369.0,1132.0,715.0,1818.0,1162.0,20.9,36.6,0.8939,12,1,4,1288.3333333333333,1045.0,767.6666666666666,1740.3333333333333,1127.0,20.23333333333333,39.5,0.9238666666666667
1284.0,1103.0,755.0,1704.0,1064.0,20.4,34.7,0.8229,13,1,4,1273.3333333333333,1039.6666666666667,783.6666666666666,1700.6666666666667,1052.3333333333333,20.499999999999996,37.13333333333333,0.8846000000000002
1221.0,1032.0,811.0,1630.0,913.0,19.3,35.4,0.7813,14,1,4,1291.3333333333333,1089.0,760.3333333333334,1717.3333333333333,1046.3333333333333,20.199999999999992,35.56666666666667,0.8327000000000001
1096.0,947.0,872.0,1519.0,684.0,18.6,36.9,0.7829,15,1,4,1200.3333333333333,1027.3333333333333,812.6666666666666,1617.6666666666667,887.0,19.43333333333333,35.666666666666664,0.7957000000000002
1143.0,988.0,849.0,1590.0,710.0,18.8,36.8,0.7883,16,1,4,1153.3333333333333,989.0,844.0,1579.6666666666667,769.0,18.899999999999995,36.36666666666667,0.7841666666666668
1251.0,1116.0,760.0,1716.0,923.0,17.5,40.6,0.8068,17,1,4,1163.3333333333333,1017.0,827.0,1608.3333333333333,772.3333333333334,18.299999999999997,38.1,0.7926666666666669
1268.0,1148.0,728.0,1776.0,1006.0,16.8,44.3,0.8428,18,1,4,1220.6666666666667,1084.0,779.0,1694.0,879.6666666666666,17.699999999999996,40.56666666666667,0.8126333333333334
1314.0,1150.0,726.0,1784.0,1083.0,16.3,47.7,0.8746,19,1,4,1277.6666666666667,1138.0,738.0,1758.6666666666667,1004.0,16.86666666666666,44.20000000000001,0.8414000000000001
1315.0,1142.0,724.0,1807.0,1161.0,15.6,50.7,0.8947,20,1,4,1299.0,1146.6666666666667,726.0,1789.0,1083.3333333333333,16.233333333333327,47.56666666666666,0.8707000000000001
1095.0,918.0,896.0,1527.0,800.0,15.7,49.4,0.8768,21,1,4,1241.3333333333333,1070.0,782.0,1706.0,1014.6666666666666,15.866666666666662,49.26666666666667,0.8820333333333336
1027.0,808.0,996.0,1458.0,647.0,15.8,48.6,0.8653,22,1,4,1145.6666666666667,956.0,872.0,1597.3333333333333,869.3333333333334,15.699999999999996,49.56666666666666,0.8789333333333335
1012.0,752.0,1053.0,1393.0,649.0,15.7,47.0,0.8325,23,1,4,1044.6666666666667,826.0,981.6666666666666,1459.3333333333333,698.6666666666666,15.733333333333327,48.333333333333336,0.8582000000000002
948.0,710.0,1127.0,1352.0,575.0,15.7,45.9,0.8121,0,2,4,995.6666666666666,756.6666666666666,1058.6666666666667,1401.0,623.6666666666666,15.733333333333329,47.166666666666664,0.8366333333333335
889.0,603.0,1308.0,1271.0,455.0,15.6,44.9,0.792,1,2,4,949.6666666666666,688.3333333333334,1162.6666666666667,1338.6666666666667,559.6666666666666,15.666666666666663,45.93333333333334,0.8122000000000001
830.0,538.0,1475.0,1214.0,392.0,15.6,44.4,0.7827,2,2,4,889.0,617.0,1303.3333333333333,1279.0,474.0,15.633333333333328,45.06666666666666,0.7956000000000002
801.0,464.0,1749.0,1154.0,340.0,16.1,42.4,0.7718,3,2,4,840.0,535.0,1510.6666666666667,1213.0,395.6666666666667,15.76666666666666,43.9,0.7821666666666668
804.0,468.0,1826.0,1166.0,320.0,15.7,45.4,0.8063,4,2,4,811.6666666666666,490.0,1683.3333333333333,1178.0,350.6666666666667,15.799999999999995,44.06666666666666,0.7869333333333336
824.0,478.0,1705.0,1200.0,331.0,15.3,50.1,0.8617,5,2,4,809.6666666666666,470.0,1760.0,1173.3333333333333,330.3333333333333,15.699999999999994,45.96666666666666,0.8132666666666668
1000.0,688.0,1257.0,1398.0,426.0,14.2,58.6,0.9443,6,2,4,876.0,544.6666666666666,1596.0,1254.6666666666667,359.0,15.066666666666661,51.36666666666667,0.8707666666666669
1307.0,1082.0,777.0,1769.0,830.0,14.3,58.2,0.9431,7,2,4,1043.6666666666667,749.3333333333334,1246.3333333333333,1455.6666666666667,529.0,14.599999999999994,55.63333333333333,0.9163666666666668
1286.0,1171.0,716.0,1821.0,1006.0,15.0,52.0,0.8817,8,2,4,1197.6666666666667,980.3333333333334,916.6666666666666,1662.6666666666667,754.0,14.499999999999995,56.26666666666667,0.9230333333333336
1150.0,925.0,865.0,1576.0,820.0,13.6,61.4,0.9519,9,2,4,1247.6666666666667,1059.3333333333333,786.0,1722.0,885.3333333333334,14.299999999999995,57.20000000000001,0.9255666666666668
1087.0,876.0,911.0,1554.0,737.0,16.1,53.1,0.9675,10,2,4,1174.3333333333333,990.6666666666666,830.6666666666666,1650.3333333333333,854.3333333333334,14.899999999999997,55.5,0.9337000000000003
1016.0,839.0,991.0,1448.0,790.0,16.6,44.3,0.8294,11,2,4,1084.3333333333333,880.0,922.3333333333334,1526.0,782.3333333333334,15.433333333333328,52.93333333333333,0.9162666666666669
1029.0,892.0,937.0,1474.0,760.0,17.4,40.3,0.7922,12,2,4,1044.0,869.0,946.3333333333334,1492.0,762.3333333333334,16.699999999999992,45.9,0.8630333333333335
1109.0,943.0,883.0,1604.0,767.0,18.1,42.2,0.8679,13,2,4,1051.3333333333333,891.3333333333334,937.0,1508.6666666666667,772.3333333333334,17.36666666666666,42.26666666666667,0.8298333333333335
997.0,817.0,1030.0,1426.0,626.0,14.4,51.8,0.8433,14,2,4,1045.0,884.0,950.0,1501.3333333333333,717.6666666666666,16.63333333333333,44.76666666666666,0.8344666666666668
1177.0,880.0,927.0,1552.0,776.0,10.9,76.4,0.9953,15,2,4,1094.3333333333333,880.0,946.6666666666666,1527.3333333333333,723.0,14.466666666666661,56.800000000000004,0.9021666666666669
1045.0,808.0,1038.0,1421.0,589.0,16.4,47.7,0.8819,16,2,4,1073.0,835.0,998.3333333333334,1466.3333333333333,663.6666666666666,13.899999999999993,58.633333333333326,0.9068333333333335
1171.0,1073.0,847.0,1623.0,872.0,18.0,37.1,0.7598,17,2,4,1131.0,920.3333333333334,937.3333333333334,1532.0,745.6666666666666,15.099999999999994,53.73333333333334,0.8790000000000001
1221.0,1101.0,799.0,1700.0,996.0,14.7,48.7,0.8089,18,2,4,1145.6666666666667,994.0,894.6666666666666,1581.3333333333333,819.0,16.36666666666666,44.5,0.8168666666666669
1262.0,1133.0,774.0,1748.0,1033.0,11.3,71.3,0.9514,19,2,4,1218.0,1102.3333333333333,806.6666666666666,1690.3333333333333,967.0,14.666666666666663,52.366666666666674,0.8400333333333335
1207.0,1013.0,876.0,1632.0,982.0,10.0,74.0,0.9087,20,2,4,1230.0,1082.3333333333333,816.3333333333334,1693.3333333333333,1003.6666666666666,11.999999999999995,64.66666666666667,0.8896666666666668
956.0,666.0,1235.0,1282.0,518.0,9.8,71.8,0.8702,21,2,4,1141.6666666666667,937.3333333333334,961.6666666666666,1554.0,844.3333333333334,10.366666666666662,72.36666666666666,0.9101
1020.0,727.0,1153.0,1391.0,631.0,9.3,75.2,0.8796,22,2,4,1061.0,802.0,1088.0,1435.0,710.3333333333334,9.699999999999994,73.66666666666667,0.8861666666666667
1107.0,861.0,957.0,1510.0,879.0,9.6,76.0,0.9088,23,2,4,1027.6666666666667,751.3333333333334,1115.0,1394.3333333333333,676.0,9.566666666666661,74.33333333333333,0.8862000000000002
1020.0,752.0,1074.0,1398.0,839.0,9.3,75.0,0.8799,0,3,4,1049.0,780.0,1061.3333333333333,1433.0,783.0,9.399999999999993,75.39999999999999,0.8894333333333334
1051.0,798.0,1016.0,1455.0,876.0,9.0,76.7,0.8825,1,3,4,1059.3333333333333,803.6666666666666,1015.6666666666666,1454.3333333333333,864.6666666666666,9.299999999999995,75.9,0.8904000000000002
965.0,716.0,1087.0,1383.0,827.0,8.2,79.6,0.8672,2,3,4,1012.0,755.3333333333334,1059.0,1412.0,847.3333333333334,8.833333333333327,77.10000000000001,0.8765333333333335
890.0,672.0,1183.0,1338.0,781.0,7.6,80.6,0.8437,3,3,4,968.6666666666666,728.6666666666666,1095.3333333333333,1392.0,828.0,8.26666666666666,78.96666666666667,0.8644666666666668
869.0,642.0,1291.0,1288.0,723.0,8.1,72.1,0.7798,5,3,4,908.0,676.6666666666666,1187.0,1336.3333333333333,777.0,7.966666666666661,77.43333333333332,0.8302333333333335
939.0,754.0,1169.0,1384.0,797.0,8.1,70.4,0.7609,6,3,4,899.3333333333334,689.3333333333334,1214.3333333333333,1336.6666666666667,767.0,7.933333333333327,74.36666666666666,0.7948000000000001
1274.0,1109.0,820.0,1723.0,1138.0,8.1,70.5,0.7627,7,3,4,1027.3333333333333,835.0,1093.3333333333333,1465.0,886.0,8.1,71.0,0.7678000000000001
1512.0,1482.0,596.0,2189.0,1605.0,9.9,64.3,0.7859,8,3,4,1241.6666666666667,1115.0,861.6666666666666,1765.3333333333333,1180.0,8.699999999999994,68.40000000000002,0.7698333333333336
1435.0,1271.0,676.0,1885.0,1569.0,13.0,54.2,0.809,9,3,4,1407.0,1287.3333333333333,697.3333333333334,1932.3333333333333,1437.3333333333333,10.333333333333327,63.0,0.7858666666666668
1207.0,1041.0,813.0,1620.0,1319.0,16.5,42.6,0.7912,10,3,4,1384.6666666666667,1264.6666666666667,695.0,1898.0,1497.6666666666667,13.133333333333326,53.70000000000001,0.7953666666666668
1223.0,1075.0,818.0,1678.0,1198.0,19.3,34.2,0.7566,11,3,4,1288.3333333333333,1129.0,769.0,1727.6666666666667,1362.0,16.266666666666662,43.66666666666668,0.7856000000000002
1121.0,1026.0,865.0,1541.0,958.0,21.5,27.4,0.6941,12,3,4,1183.6666666666667,1047.3333333333333,832.0,1613.0,1158.3333333333333,19.099999999999994,34.73333333333334,0.7473000000000002
1176.0,1123.0,816.0,1609.0,1068.0,20.4,26.7,0.6323,13,3,4,1173.3333333333333,1074.6666666666667,833.0,1609.3333333333333,1074.6666666666667,20.399999999999995,29.433333333333337,0.6943333333333336
1144.0,1114.0,845.0,1551.0,1010.0,20.6,22.6,0.5432,14,3,4,1147.0,1087.6666666666667,842.0,1567.0,1012.0,20.833333333333325,25.566666666666674,0.6232000000000002
1136.0,1089.0,856.0,1552.0,928.0,20.6,24.8,0.5931,15,3,4,1152.0,1108.6666666666667,839.0,1570.6666666666667,1002.0,20.533333333333328,24.700000000000006,0.5895333333333334
1085.0,1004.0,888.0,1454.0,816.0,21.0,25.4,0.6264,16,3,4,1121.6666666666667,1069.0,863.0,1519.0,918.0,20.73333333333333,24.26666666666667,0.5875666666666668
1297.0,1287.0,723.0,1798.0,1216.0,21.5,24.5,0.6203,17,3,4,1172.6666666666667,1126.6666666666667,822.3333333333334,1601.3333333333333,986.6666666666666,21.033333333333328,24.900000000000006,0.6132666666666667
1408.0,1404.0,646.0,1972.0,1463.0,19.3,28.6,0.6357,18,3,4,1263.3333333333333,1231.6666666666667,752.3333333333334,1741.3333333333333,1165.0,20.599999999999994,26.16666666666667,0.6274666666666667
1618.0,1530.0,579.0,2167.0,1791.0,18.0,32.9,0.6737,19,3,4,1441.0,1407.0,649.3333333333334,1979.0,1490.0,19.599999999999994,28.66666666666667,0.6432333333333334
1319.0,1172.0,746.0,1699.0,1425.0,15.8,39.8,0.7096,20,3,4,1448.3333333333333,1368.6666666666667,657.0,1946.0,1559.6666666666667,17.699999999999996,33.76666666666667,0.6730000000000002
1045.0,857.0,968.0,1410.0,922.0,15.3,41.5,0.7194,21,3,4,1327.3333333333333,1186.3333333333333,764.3333333333334,1758.6666666666667,1379.3333333333333,16.36666666666666,38.06666666666667,0.7009000000000002
